episode,timestep,reward
1,2000,0.0785
3,4000,0.0383
5,6000,0.0505
7,8000,0.0418
9,10000,0.0436
11,12000,0.0438
13,14000,0.04
15,16000,0.0373
17,18000,0.0323
19,20000,0.0423
21,22000,0.0412
23,24000,0.0463
25,26000,0.0486
27,28000,0.0353
29,30000,0.1611
31,32000,0.0362
33,34000,0.1442
35,36000,0.0414
37,38000,0.0466
39,40000,0.0389
41,42000,0.0384
43,44000,0.0404
45,46000,0.0572
47,48000,0.0402
49,50000,0.1437
51,52000,0.0478
